id,decision,status,objective,candidateObjective,mapping,originalDomain,domain,question,reason,reference,reviewedAt
"1072","corregir","verified","5.2","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","Which table types can be included in a direct secure share between Snowflake accounts? (Choose three.)","La clave omitía transient. Se elimina UDTF por no ser tipo de tabla y se piden las tres respuestas válidas.","https://docs.snowflake.com/en/user-guide/data-sharing-intro","2026-09-23"
"1073","archivar","archived","","2.3","provisional","Arquitectura y Data Cloud","Gestion de cuenta y Gobernanza","Which metadata table will store the storage utilization information even for dropped tables?","Repite TABLE_STORAGE_METRICS para tablas eliminadas. Cubierto por la pregunta contrastada 8; original conservado.","https://docs.snowflake.com/en/sql-reference/info-schema/table_storage_metrics","2026-09-23"
"1074","conservar_revisada","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","How is role hierarchy established in Snowflake?","Se confirma GRANT ROLE a otro rol y se aclara la confusión entre propiedad del rol e herencia de privilegios.","https://docs.snowflake.com/en/user-guide/security-access-control-overview","2026-09-23"
"1075","corregir","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which two command names are aliases for listing files in a stage? (Choose two.)","SELECT también permite ver archivos mediante directory tables. Se pregunta por los dos alias de listado para mantener inequívocas LIST y LS.","https://docs.snowflake.com/en/sql-reference/sql/list","2026-09-23"
"1076","corregir","verified","3.1","","editorial","Arquitectura y Data Cloud","Carga, Descarga y Conectividad","Which stage types are allocated automatically without CREATE STAGE? (Choose two.)","Internal stage englobaba las dos respuestas. Se reemplazan categorías solapadas por cuatro tipos concretos.","https://docs.snowflake.com/en/user-guide/data-load-local-file-system-create-stage","2026-09-23"
"1077","archivar","archived","","3.1","provisional","Arquitectura y Data Cloud","Carga, Descarga y Conectividad","While working with unstructured data, which file function generates a Snowflake-hosted file URL to a staged file using the stage name and relative file path as inputs?","Repite BUILD_STAGE_FILE_URL sin distinguir claramente scoped URLs, también alojadas en Snowflake. Cubierto por la pregunta contrastada 657; original conservado.","https://docs.snowflake.com/en/sql-reference/functions/build_stage_file_url","2026-09-23"
"1078","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Who can create and manage reader accounts? (Choose two.)","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/data-sharing-reader-create",""
"1079","archivar","archived","","3.2","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which command allows for continuous loading of data files as soon as they are available in a stage?","CREATE PIPE no basta para carga inmediata: falta la activación/notificación que explicita la versión conservada. Cubierto por la pregunta contrastada 334; original conservado.","https://docs.snowflake.com/en/sql-reference/sql/create-pipe","2026-09-23"
"1080","apartar","quarantine","","2.1","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","What is an advantage of using database roles instead of granting privileges on objects directly to a share in Snowflake?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://community.snowflake.com/s/article/How-to-use-Database-Roles-in-a-Data-Share",""
"1081","apartar","quarantine","","3.3","provisional","Gestion de cuenta y Gobernanza","Carga, Descarga y Conectividad","What is the order of precedence (highest to lowest) of network policies when applied at the account, user, and security integrations layers?","Orden de precedencia de network policies sospechoso y contradictorio con otras preguntas.","https://docs.snowflake.com/en/user-guide/network-policies#network-policy-precedence",""
"1082","apartar","quarantine","","1.4","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Which type of Snowflake virtual warehouse provides 16 times the memory for each node, and is recommended for larger workloads like Machine Learning (ML) training?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/warehouses-overview.html#snowpark-optimized-virtual-warehouses",""
"1083","archivar","archived","","4.1","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which common query issues can be identified by the Query Profile? (Choose two.)","Repite pruning ineficiente y joins que multiplican filas. Cubierto por la pregunta contrastada 505; original conservado.","https://docs.snowflake.com/en/user-guide/ui-query-profile#common-query-problems-identified-by-query-profile","2026-09-23"
"1084","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","In Snowflake, what allows users to perform recursive queries?","CONNECT BY es correcto entre las opciones; se evita presentarlo como única forma de recursión.","https://docs.snowflake.com/en/sql-reference/constructs/connect-by","2026-09-23"
"1085","corregir","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which statement creates a schema that centralizes object-grant decisions with the schema owner or a role holding MANAGE GRANTS?","Se mezclaba un parámetro de collation con tipos de esquema. Se comparan cuatro CREATE SCHEMA válidos que distinguen gobierno y retención.","https://docs.snowflake.com/en/sql-reference/sql/create-schema","2026-09-23"
"1086","apartar","quarantine","","2.3","provisional","Rendimiento, Consultas y Transformacion","Gestion de cuenta y Gobernanza","What is the MOST cost-effective way to resolve memory spillage in a virtual warehouse?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/performance-query-warehouse-memory",""
"1087","corregir","verified","2.2","","editorial","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","Which object supports masking policies on its VALUE column and on virtual columns derived from VALUE?","La clave original excluía materialized views y external tables. En lugar de elegir cuatro de cinco casi por descarte, se evalúa el caso VALUE/columna virtual con cuatro objetos reales de la documentación.","https://docs.snowflake.com/en/user-guide/security-column-intro","2026-09-23"
"1088","conservar_revisada","verified","1.2","","editorial","Arquitectura y Data Cloud","Arquitectura y Data Cloud","A user has created a dashboard in Snowflake and wants to share it with colleagues. How can the dashboard be shared?","La opción de compartir es correcta; se aclara que no concede automáticamente acceso a datos, manteniendo el contenido evaluado.","https://docs.snowflake.com/en/user-guide/ui-snowsight-dashboards","2026-09-23"
"1089","apartar","quarantine","","1.2","provisional","Colaboracion y Proteccion de datos","Arquitectura y Data Cloud","When would Snowsight automatically detect if a target account is in a different region and enable cross-cloud auto-fulfillment?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://other-docs.snowflake.com/en/collaboration/provider-listings-auto-fulfillment#how-cross-cloud-auto-fulfillment-works",""
"1090","archivar","archived","","4.4","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which languages are supported for writing user-defined functions (UDFs) in Snowflake? (Choose two.)","La clave de dos lenguajes omite Python y Java, también válidos; se archiva la repetición de familias UDF. Cubierto por la pregunta contrastada 578; original conservado.","https://docs.snowflake.com/en/developer-guide/udf/udf-overview","2026-09-23"
"1091","corregir","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which task privilege allows a non-owner role to suspend or resume a task?","OPERATE y OWNERSHIP eran válidos. Se especifica un rol no propietario conservando todas las opciones.","https://docs.snowflake.com/en/sql-reference/sql/alter-task","2026-09-23"
"1092","conservar_revisada","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is a directory table in Snowflake?","La capa sobre el stage es correcta; se precisa que no tiene privilegios propios ni almacena copias de archivos.","https://docs.snowflake.com/en/user-guide/data-load-dirtables","2026-09-23"
"1093","corregir","verified","2.3","","editorial","Carga, Descarga y Conectividad","Gestion de cuenta y Gobernanza","For a fixed billed storage volume, which factors determine the per-TB rate identified in the storage-cost overview? (Choose two.)","La explicación negaba el efecto de Capacity/On Demand. Se distingue tarifa de volumen, se sustituye cloud platform por warehouse size y se corrige la clave.","https://docs.snowflake.com/en/user-guide/cost-understanding-data-storage","2026-09-23"
"1094","conservar_revisada","verified","2.2","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which ACCOUNT_USAGE schema database role provides visibility into policy-related information?","Se verifica GOVERNANCE_VIEWER contra sus tres roles hermanos y se aclara que son database roles de SNOWFLAKE.","https://docs.snowflake.com/en/sql-reference/snowflake-db-roles","2026-09-23"
"1095","conservar_revisada","verified","4.2","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","How should clustering be used to optimize the performance of queries that run on a very large table?","La profundidad es un indicador válido, no una medición directa de duración; se matiza la cardinalidad y el uso de columnas de filtro frente a proyección.","https://docs.snowflake.com/en/user-guide/tables-clustering-keys","2026-09-23"
"1096","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which privilege must be granted by one role to another role, and cannot be revoked?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/sql-reference/sql/grant-ownership",""
"1097","archivar","archived","","4.2","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","How can performance be optimized for a query that returns a small amount of data from a very large base table?","Pocas filas no descarta otras optimizaciones; la pregunta conservada especifica lookup selectivo. Cubierto por la pregunta contrastada 221; original conservado.","https://docs.snowflake.com/en/user-guide/query-acceleration-service","2026-09-23"
"1098","corregir","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","An unquoted column DATA contains {""Employee"":{""name"":""John""}}. Which expression retrieves the name?","Repaired malformed JSON and the incorrect case-sensitive path.","https://docs.snowflake.com/en/user-guide/querying-semistructured","2026-09-21"
"1099","archivar","archived","","3.1","provisional","Rendimiento, Consultas y Transformacion","Carga, Descarga y Conectividad","Use of which Snowflake function is recommended when unloading data from a relational table into a JSON file?","Repite construcción de objetos por fila para descargar JSON. Cubierto por la pregunta contrastada 517; original conservado.","https://docs.snowflake.com/en/sql-reference/functions/object_construct","2026-09-23"
"1100","corregir","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which COPY INTO location option requests a single output file when unloading data?","MAX_FILE_SIZE=0 no era un ajuste válido y se llamaba comando a una opción. Se comparan cuatro opciones reales de descarga.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-location","2026-09-23"
"1101","archivar","archived","","4.4","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which function can be used to convert semi-structured data into rows and columns?","Repite FLATTEN como expansión relacional; TABLE no es una función hermana equivalente. Cubierto por la pregunta contrastada 89; original conservado.","https://docs.snowflake.com/en/sql-reference/functions/flatten.html","2026-09-23"
"1102","apartar","quarantine","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What user setting can be configured to disable Multi-Factor Authentication (MFA) for a Snowflake user? (Choose two.)","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/security-mfa#managing-mfa-for-an-account-and-users",""
"1103","archivar","archived","","5.1","provisional","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","Which table type has a Fail-safe period of 7 days?","Repite siete días de Fail-safe y la explicación asignaba erróneamente un día a transient. Cubierto por la pregunta contrastada 624; original conservado.","https://docs.snowflake.com/en/user-guide/tables-fail-safe.html","2026-09-23"
"1104","corregir","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which integration type configures OAuth authentication for Snowflake clients?","External integration era impreciso y el supuesto mecanismo de SnowSQL no era válido. Se usan cuatro tipos reales de integración.","https://docs.snowflake.com/en/sql-reference/sql/create-integration","2026-09-23"
"1105","apartar","quarantine","","4.2","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which type of workload traditionally benefits from the use of the query acceleration service?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/query-acceleration",""
"1106","apartar","quarantine","","5.1","provisional","Carga, Descarga y Conectividad","Colaboracion y Proteccion de datos","Which Snowflake object is supported by both database replication and replication groups?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/data-replication.html",""
"1107","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","When unloading data, which combination of parameters should be used to differentiate between empty strings and NULL values? (Choose two.)","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/data-unload-considerations",""
"1108","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which role must be used to create resource monitors?","Repite ACCOUNTADMIN para crear resource monitors. Cubierto por la pregunta contrastada 865; original conservado.","https://docs.snowflake.com/en/user-guide/resource-monitors.html","2026-09-23"
"1109","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What step does Snowflake recommend when loading data from a stage?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/sql-reference/functions/load_history.html",""
"1110","apartar","quarantine","","2.3","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","How can a user MINIMIZE Continuous Data Protection costs when using large, high-churn, dimension tables?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/tables-storage-considerations",""
"1111","archivar","archived","","1.2","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Which Snowsight feature can be used to perform data manipulations and transformations using a programming language?","El enunciado genérico de lenguaje también abarca SQL y otras superficies. Además, Provider Studio sí existe: la explicación lo negaba erróneamente. Se archiva esta identificación de interfaz.","https://docs.snowflake.com/en/user-guide/snowsight-overview","2026-09-23"
"1112","apartar","quarantine","","2.2","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","In Snowflake's data security framework, how does column-level security contribute to the protection of sensitive information? (Choose two.)","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/security-column.html",""
"1113","archivar","archived","","1.5","provisional","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","How does Snowflake utilize clustering information to improve query performance?","La última opción solapa vagamente acelerar acceso con pruning; el uso de metadatos ya está cubierto. Cubierto por la pregunta contrastada 915; original conservado.","https://docs.snowflake.com/en/user-guide/tables-clustering-keys.html","2026-09-23"
"1114","corregir","verified","3.1","","editorial","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which COPY INTO table option requests removal of staged source files after successful loading?","DROP no era una opción de COPY y se explicaban incorrectamente FORCE y LOAD_UNCERTAIN_FILES. Se usan opciones reales del mismo comando.","https://docs.snowflake.com/en/sql-reference/sql/copy-into-table","2026-09-23"
"1115","corregir","verified","5.1","","editorial","Arquitectura y Data Cloud","Colaboracion y Proteccion de datos","Which objects support individual cloning rather than requiring inclusion in a database or schema clone? (Choose two.)","La explicación omitía INCLUDE INTERNAL STAGES. Se acota a clonación individual, conservando opciones y clave y explicando la excepción de contenedores.","https://docs.snowflake.com/en/user-guide/object-clone","2026-09-23"
"1116","corregir","verified","1.6","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Which function type uses an API integration to invoke a remote service that can process a staged file?","El procesamiento de datos no estructurados admite más mecanismos actuales. Se acota a API integration y se comparan cuatro tipos de función reales.","https://docs.snowflake.com/en/sql-reference/sql/create-external-function","2026-09-23"
"1117","conservar_revisada","verified","1.4","","editorial","Rendimiento, Consultas y Transformacion","Arquitectura y Data Cloud","Which type of workload is recommended for Snowpark-optimized virtual warehouses?","Se confirma la recomendación por memoria y se evita prometer ventaja automática para cualquier trabajo Snowpark.","https://docs.snowflake.com/en/user-guide/warehouses-snowpark-optimized","2026-09-23"
"1118","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What is the benefit of using the STRIP_OUTER_ARRAY parameter with the COPY INTO [table] command when loading data from a JSON file into a table?","Repite STRIP_OUTER_ARRAY con distractores ajenos a lectura JSON. Cubierto por la pregunta contrastada 335; original conservado.","https://docs.snowflake.com/en/sql-reference/copy-into-table#parameters","2026-09-23"
"1119","apartar","quarantine","","4.1","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","A query containing a WHERE clause is running longer than expected. The Query Profile shows that all micro-partitions are being scanned. How should this query be optimized?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/querying-clustering-keys.html",""
"1120","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which access control entity in Snowflake can be created as part of a hierarchy within an account?","Los securable objects también forman jerarquías; la versión conservada pregunta por herencia de roles directamente. Cubierto por la pregunta contrastada 851; original conservado.","https://docs.snowflake.com/en/user-guide/security-access-control-overview.html","2026-09-23"
"1121","archivar","archived","","2.1","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","When an object is created in Snowflake, who owns the object?","Repite propiedad inicial del objeto; 1050 aplica la distinción entre creador y propietario del esquema. Cubierto por 1050; original conservado.","https://docs.snowflake.com/en/user-guide/security-access-control-privileges.html#role-ownership","2026-09-23"
"1122","conservar_revisada","verified","2.2","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","What is the MINIMUM Snowflake edition that must be used in order to see the ACCESS_HISTORY view?","Enterprise se confirma en la matriz oficial; se diferencia Access History de Query History sin cambiar la pregunta.","https://docs.snowflake.com/en/user-guide/intro-editions","2026-09-23"
"1123","corregir","verified","2.3","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which built-in account role combines SYSADMIN and SECURITYADMIN privileges and is reserved for top-level account administration, including account usage and billing?","Gestionar billing no identifica un rol único sin ámbito: ORGADMIN y roles delegados también pueden intervenir. Se acota al rol administrativo de cuenta.","https://docs.snowflake.com/en/user-guide/security-access-control-overview","2026-09-23"
"1124","archivar","archived","","2.1","provisional","Carga, Descarga y Conectividad","Gestion de cuenta y Gobernanza","What can be used to identify the database, schema, stage, and file path to a set of files, and to allow a role that has sufficient privileges on the stage to access the files?","Repite la identidad de un file URL y mezcla directory table con tipos de URL. Cubierto por 657; original conservado.","https://docs.snowflake.com/en/user-guide/unstructured-intro","2026-09-23"
"1125","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which command is used to remove files from either external cloud storage or an internal stage?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/sql-reference/sql/remove.html",""
"1126","apartar","quarantine","","3.3","provisional","Rendimiento, Consultas y Transformacion","Carga, Descarga y Conectividad","How does Snowflake recommend defining a clustering key on a high-cardinality column that includes a 15 digit ID numbered column, ID_NUMBER?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/tables-clustering-keys.html#choosing-clustering-keys",""
"1127","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","While unloading data into a stage, how can the user ensure that the output will be a single file?","Repite SINGLE=TRUE con opciones FILES=SINGLE inventadas. Cubierto por 1100; original conservado.","https://docs.snowflake.com/en/user-guide/data-unload-considerations.html","2026-09-23"
"1128","archivar","archived","","4.2","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which query types will have significant performance improvement when run using the search optimization service? (Choose two.)","Substring también está soportado; la clave de dos respuestas no es única y prometer mejora significativa es excesivo. Cubierto por 221; original conservado.","https://docs.snowflake.com/en/user-guide/search-optimization/point-lookup-queries","2026-09-23"
"1129","conservar_revisada","verified","4.1","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which Query Profile operator is considered a DML operator?","Merge es el operador DML; se comprueba contra los otros tres operadores reales del perfil.","https://docs.snowflake.com/en/user-guide/ui-snowsight-activity","2026-09-23"
"1130","corregir","verified","2.2","","editorial","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","At what scope is a masking policy object created?","Original answer confused the column target with policy object scope.","https://docs.snowflake.com/en/sql-reference/sql/create-masking-policy","2026-09-21"
"1131","corregir","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which sampling setup can return different rows across repeated executions even when the table is unchanged?","El original hacía mutuamente excluyentes conceptos compatibles: muestras por fracción o tamaño también pueden variar. Se comparan variantes válidas de una misma muestra por bloques.","https://docs.snowflake.com/en/sql-reference/constructs/sample","2026-09-23"
"1132","conservar_revisada","verified","4.4","","editorial","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","What are type predicates used for?","La clave distingue comprobar tipo de extraer, convertir o modificar; se enlaza la familia oficial de predicados sin cambiar contenido.","https://docs.snowflake.com/en/sql-reference/functions-semistructured","2026-09-23"
"1133","archivar","archived","","4.3","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Which table function is used to perform additional processing on the results of a previously-run query?","Repite RESULT_SCAN e incluye DESCRIBE_RESULTS, que no es la función documentada. Cubierto por 878; original conservado.","https://docs.snowflake.com/en/sql-reference/functions/result_scan.html","2026-09-23"
"1134","archivar","archived","","2.3","provisional","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which actions can be performed using a resource monitor in Snowflake? (Choose two.)","Repite acciones de resource monitors con distractores de asignar almacenamiento o modificar consultas ajenos a su función. Cubierto por 298; original conservado.","https://docs.snowflake.com/en/user-guide/resource-monitors.html","2026-09-23"
"1135","archivar","archived","","3.3","provisional","Gestion de cuenta y Gobernanza","Carga, Descarga y Conectividad","Which Snowflake native tool can be used to diagnose and troubleshoot network connections?","SnowCD ha llegado a End of Life; se aplica el mismo criterio de 1045. La documentación remite a snow connection test de Snowflake CLI.","https://docs.snowflake.com/en/user-guide/client-connectivity-troubleshooting/snowflake-tools","2026-09-23"
"1136","apartar","quarantine","","4.4","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","Why would a Snowflake user load JSON data into a VARIANT column instead of a string column?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/sql-reference/data-types-variant.html",""
"1137","apartar","quarantine","","1.3","provisional","Carga, Descarga y Conectividad","Arquitectura y Data Cloud","How can a 5 GB table be downloaded into a single file MOST efficiently?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/data-unload-considerations.html",""
"1138","conservar_revisada","verified","2.1","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which security models are used in Snowflake to manage access control? (Choose two.)","DAC y RBAC siguen siendo correctos entre las opciones; se actualiza la explicación para no excluir el actual UBAC.","https://docs.snowflake.com/en/user-guide/security-access-control-overview","2026-09-23"
"1139","conservar_revisada","verified","2.2","","editorial","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","Which Snowflake governance feature allows users to assign metadata labels to improve data governance and database access control?","La etiqueta no impone permisos por sí sola; se corrige esa posible lectura sin cambiar Object tagging como respuesta.","https://docs.snowflake.com/en/user-guide/object-tagging/introduction","2026-09-23"
"1140","conservar_revisada","verified","5.1","","editorial","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","What is the MINIMUM Snowflake edition that supports database replication?","Se conserva Standard y se distingue replicación de bases de failover y replicación de otros objetos.","https://docs.snowflake.com/en/user-guide/intro-editions","2026-09-23"
"1141","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","Which Snowflake function and command combination should be used to convert rows in a relational table to a single VARIANT column, and unload the rows into a file in JSON format? (Choose two.)","Repite COPY con OBJECT_CONSTRUCT e incluye EXPORT como supuesto comando. Cubierto por 517; original conservado.","https://docs.snowflake.com/en/sql-reference/functions/object_construct.html, https://docs.snowflake.com/en/sql-reference/sql/copy-into-location.html","2026-09-23"
"1142","apartar","quarantine","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What Snowflake recommendation is designed to ensure that staged data is only loaded once?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/data-load-considerations.html#ensuring-that-data-is-loaded-once",""
"1143","conservar_revisada","verified","2.2","","editorial","Gestion de cuenta y Gobernanza","Gestion de cuenta y Gobernanza","Which privilege grants the ability to set a column-level security masking policy on a table or view column?","APPLY es la respuesta del objeto policy; se añaden los requisitos del objeto destino y la distinción frente al privilegio global.","https://docs.snowflake.com/en/user-guide/security-access-control-privileges","2026-09-23"
"1144","archivar","archived","","2.1","provisional","Colaboracion y Proteccion de datos","Gestion de cuenta y Gobernanza","When sharing data in Snowflake, what privileges does a Provider need to grant along with a share? (Choose two.)","Repite grants para compartir tablas e incluye privilegios que no pertenecen a esos objetos. Cubierto por 453; original conservado.","https://docs.snowflake.com/en/user-guide/data-sharing-intro.html","2026-09-23"
"1145","archivar","archived","","4.1","provisional","Rendimiento, Consultas y Transformacion","Rendimiento, Consultas y Transformacion","How can the Query Profile be used to troubleshoot a problematic query?","Repite diagnóstico de memoria en Query Profile; el perfil no determina cuotas ni autoescala. Cubierto por 974; original conservado.","https://docs.snowflake.com/en/user-guide-ui-query-profile.html","2026-09-23"
"1146","apartar","quarantine","","4.4","provisional","Arquitectura y Data Cloud","Rendimiento, Consultas y Transformacion","Which data type can be used for floating-point numbers without losing precision?","FLOAT/DOUBLE no garantizan precisión decimal exacta.","https://docs.snowflake.com/en/sql-reference/data-types-numeric.html",""
"1147","archivar","archived","","5.2","provisional","Colaboracion y Proteccion de datos","Colaboracion y Proteccion de datos","Which data sharing option allows a Snowflake user to set up and manage a group of accounts and offer a share to that group?","Repite Data Exchange como grupo de miembros invitados. Cubierto por 1032; original conservado.","https://docs.snowflake.com/en/user-guide/data-sharing-intro.html","2026-09-23"
"1148","apartar","quarantine","","2.1","provisional","Carga, Descarga y Conectividad","Gestion de cuenta y Gobernanza","What kind of authentication do Snowpipe REST endpoints use?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/data-load-snowpipe-rest-apis.html#label-snowpipe-rest-auth",""
"1149","corregir","verified","3.2","","editorial","Rendimiento, Consultas y Transformacion","Carga, Descarga y Conectividad","What are the possible values within a METADATA$ACTION column in a Snowflake stream? (Choose two.)","La explicación debe distinguir UPDATE de sus registros DELETE/INSERT. Se sustituye UPSERT, que no es un comando Snowflake, por MERGE.","https://docs.snowflake.com/en/user-guide/streams-intro","2026-09-23"
"1150","apartar","quarantine","","1.1","provisional","Colaboracion y Proteccion de datos","Arquitectura y Data Cloud","What is the MINIMUM Snowflake edition that offers data protection for extremely sensitive data, such as Protected Health Information (PHI)?","Revisar con documentación específica y versión actual antes de usar para evaluación; la clave o el alcance no están suficientemente justificados.","https://docs.snowflake.com/en/user-guide/security-intro.html",""
"1151","archivar","archived","","3.1","provisional","Carga, Descarga y Conectividad","Carga, Descarga y Conectividad","What takes the highest precedence in Snowflake file format options, when specified in multiple locations during data loading?","Repite precedencia de opciones del COPY frente a stage y tabla. Cubierto por 665; original conservado.","https://docs.snowflake.com/en/user-guide/data-load-considerations.html#file-format-options-precedence","2026-09-23"
